date,agency,subject,message,station,cause
11/6/22 7:47 PM,NYC,"QNS, A Train, Delays",Far Rockaway-Mott Av-bound A trains are delayed while we investigate why a train's brakes were activated at Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
11/6/22 6:43 PM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we request NYPD assistance with a person being disruptive at Times Sq-42 St.,Times Sq-42 St,disruptive
11/6/22 6:23 PM,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we request NYPD assistance with a person being disruptive at Times Sq-42 St.,Times Sq-42 St,disruptive
11/6/22 6:22 PM,NYC,"MANH, F Train, Delays",Southbound F trains are delayed while we request EMS assistance for a person in need at 14 St.,14 St,EMS
11/6/22 6:01 PM,NYC,"QNS, E, F, and R Trains, Delays",Northbound E/F/R trains are delayed while we remove a train car in need of cleaning from service at Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,remove a train
11/6/22 5:58 PM,NYC,"QNS, A Train, Slow Speeds",Northbound A trains are running at slower speeds while we address a signal problem near 88 St.,slower speeds while we address a signal problem near 88 St,signal
11/6/22 5:50 PM,NYC,"MANH, 7 Train, Delays",34 St-Hudson Yards-bound 7 trains are running with delays after we addressed a door problem on a train at Times Sq-42 St.,Times Sq-42 St,door
11/6/22 5:50 PM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we request EMS assistance for a person in need at 86 St.,86 St,EMS
11/6/22 4:19 PM,NYC,"BKLYN, C Train, Delays",Northbound C trains are delayed while we request EMS assistance for a person in need and remove a train from service at Shepherd Av.,Shepherd Av,EMS
11/6/22 3:11 PM,NYC,"QNS, E, F, M, and R Trains, Delays",Jamaica-bound E/F and 71 Av-bound M/R trains are delayed while we request NYPD assistance with a person being disruptive at Steinway St.,Steinway St,disruptive
11/6/22 12:48 PM,NYC,"QNS, 7 Train, Delays",Flushing-bound 7 trains are running with delays after we moved a train that had its brakes activated at 74 St-Broadway.,74 St-Broadway,brake
11/6/22 11:33 AM,NYC,"BKLYN, A and C Trains, Delays",Northbound A/C trains are delayed while we investigate a loss of third-rail power near Broadway Junction.,Broadway Junction,rail
11/6/22 11:16 AM,NYC,"MANH, A and D Trains, Delays",Southbound A/D trains are delayed while we address a door problem on a train at 125 St.,125 St,door
11/6/22 10:02 AM,NYC,"BKLYN, L Train, Delays",8 Av-bound L trains are delayed while we remove a train that had its brakes activated from service at Atlantic Av.,Atlantic Av,remove a train
11/6/22 9:17 AM,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are delayed while we investigate what caused a train's brakes to activate at Canal St.,Canal St,brake
11/6/22 9:11 AM,NYC,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we address a door problem on a train at Hoyt St.,Hoyt St,door
11/6/22 8:27 AM,NYC,"QNS, 7 Train, Delays",Hudson Yards-bound 7 trains are delayed while we remove a train in need of cleaning from service at 111 St.,111 St,remove a train
11/6/22 7:39 AM,NYC,"MANH, A, C, and F Trains, Delays",Southbound A/C/F trains are delayed while we remove a train with a door problem from service at Delancey St-Essex St.,Delancey St-Essex St,remove a train
11/6/22 6:16 AM,NYC,"BKLYN, A Train, Delays",Northbound A trains are delayed while we remove a vandalized train car from service at Hoyt-Schermerhorn Sts.,Hoyt-Schermerhorn Sts,vandalized
11/6/22 3:13 AM,NYC,"MANH, 3 Train, Delays",Northbound 3 trains are running with delays after track maintenance near 50 St concluded. Northbound 3 have resumed running on the express track from Times Sq-42 St to 72 St,50 St concluded,track maintenance
11/6/22 2:41 AM,NYC,"A, D, E, and F Trains, Delays",A/D/E/F trains are delayed in both directions while we investigate a temporary loss of third-rail power in Manhattan.,,rail
11/6/22 2:10 AM,NYC,"MANH, 3 Train, Express to Local",Northbound 3 trains are running on the local track from Times Sq-42 St to 72 St while we perform track maintenance near 50 St. Expect delays in 1/2 trains while they share the tracks with rerouted trains.,50 St,track maintenance
11/6/22 2:10 AM,NYC,"QNS, 7 Train, Delays",Flushing-Main St-bound 7 trains are delayed while we investigate a report of an unauthorized person on the tracks at 40 St-Lowery St.,40 St-Lowery St,unauthorized person
11/6/22 2:05 AM,NYC,"MANH, E Train, Delays",Northbound E trains are delayed while we investigate why a train's brakes were activated at W 4 St-Wash Sq.,W 4 St-Wash Sq,brake
11/6/22 1:53 AM,NYC,"A, D, E, and F Trains, Delays",A/E/D/F trains are running with delays in both directions after we restored third-rail power in Manhattan.,,rail
11/6/22 12:20 AM,NYC,"MANH, A Train, Delays",Northbound A trains are delayed while we investigate why a train's brakes were activated at Cathedral Pkwy (110 St).,Cathedral Pkwy (110 St),brake
11/5/22 11:46 PM,NYC,"BKLYN, MANH, J Train, Delays",Broad St-bound J trains are delayed while we investigate why a train's brakes were activated at Kosciuszko St.,Kosciuszko St,brake
11/5/22 11:22 PM,NYC,"BKLYN, N Train, Delays",Northbound N trains are running with delays after we removed a train car in need of cleaning from service at DeKalb Av.,DeKalb Av,cleaning
11/5/22 10:50 PM,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are running with delays after we removed a train with a door malfunction from service at 14 St-Union Sq.,14 St-Union Sq,door
11/5/22 10:22 PM,NYC,"QNS, A Train, Delays",Southbound A trains are delayed while we investigate why a train's brakes were activated near Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
11/5/22 9:46 PM,NYC,"QNS, A Train, Delays",Northbound A trains are delayed while we investigate why a train's brakes were activated near Rockaway Blvd.,Rockaway Blvd,brake
11/5/22 7:23 PM,NYC,"MANH, N and R Trains, Delays",Northbound N/R trains are delayed while we address a switch problem near Lexington Av/59 St.,Lexington Av/59 St,switch
11/5/22 6:32 PM,NYC,"MANH, A Train, Local to Express","Northbound A trains are running express from 125 St to 145 St because of a switch issue at 125 St. For service to/from 135 St, take a southbound train.",125 St,switch
11/5/22 6:04 PM,NYC,"BX, 6 Train, Local to Express","Southbound 6 trains are running express from Hunts Point Av to 3 Av-138 St while EMS responds to a person in need at E 143 St-St Mary's St. For service to/from bypassed stops, take a northbound train.",E 143 St-St Mary's St,EMS
11/5/22 5:57 PM,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are delayed while NYPD responds to a person being disruptive on a train at 59 St.,59 St,disruptive
11/5/22 5:25 PM,NYC,"BX, 6 Train, Local to Express","Northbound 6 trains are running express from Hunts Point Av to Parkchester while we investigate why a train's brakes were activated near Morrison Av. For service to/from bypassed stops, take a southbound train.",Morrison Av,brake
11/5/22 5:18 PM,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after NYPD responded to a person being disruptive on a train at 34 St-Penn Station.,34 St-Penn Station,disruptive
11/5/22 4:58 PM,NYC,"MANH, N, Q, and R Trains, Delays",Southbound N/Q/R trains are running with delays after we addressed a door problem on a train at Canal St.,Canal St,door
11/5/22 4:28 PM,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while EMS responds to a person in need on a train at Broadway-Lafayette St.,Broadway-Lafayette St,EMS
11/5/22 4:20 PM,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are running with delays after NYPD performed an investigation at 59 St.,59 St,investigation
11/5/22 4:06 PM,NYC,"MANH, A and C Trains, Delays",Northbound A/C trains are running with delays after we addressed a door problem on a train at Fulton St.,Fulton St,door
11/5/22 4:03 PM,NYC,"QNS, Rockaway Park S Train, Delays",Rockaway Park Shuttle trains are delayed in both directions while we investigate why a train's brakes were activated near Rockaway Park-Beach 116 St.,Rockaway Park-Beach 116 St,brake
11/5/22 2:54 PM,NYC,"MANH, QNS, 7 Train, Delays",34 St-Hudson Yards-bound 7 trains are running with delays after we moved a train with a mechanical problem at 111 St.,111 St,mechanical problem
11/5/22 2:31 PM,NYC,"BKLYN, Q Train, Delays",Prospect Park-bound Q trains are delayed while we request NYPD assistance for someone being disruptive at DeKalb Av.,DeKalb Av,disruptive
11/5/22 1:58 PM,NYC,"A and C Trains, Delays",A/C trains are delayed while we conduct emergency track repairs in Manhattan.,,
11/5/22 12:52 PM,NYC,"BKLYN, F Train, Delays",Southbound F trains are running with delays after EMS responded to someone in need of assistance on a train at Jay St-MetroTech.,Jay St-MetroTech,EMS
11/5/22 12:29 PM,NYC,"BKLYN, F Train, Delays",Southbound F trains are delayed while we request EMS for someone in need of assistance on a train at Jay St-MetroTech.,Jay St-MetroTech,EMS
11/5/22 12:14 PM,NYC,"QNS, F Train, Delays",Southbound F trains are delayed while we request EMS for someone in need of assistance at Sutphin Blvd.,Sutphin Blvd,EMS
11/5/22 11:47 AM,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we remove a vandalized train from service at 116 St.,116 St,vandalized
11/5/22 11:31 AM,NYC,"QNS, A Train, Delays",Far Rockaway-Mott Av-bound A trains are delayed while we investigate what caused a train's brakes to be activated near Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
11/5/22 11:28 AM,NYC,"MANH, A, C, and F Trains, Delays",Southbound A/C/F trains are running with delays after we addressed a switch problem at 2 Av.,2 Av,switch
11/5/22 10:06 AM,NYC,"MANH, F Train, Delays",Southbound F trains are running with delays while we address a switch problem at 2 Av.,2 Av,switch
11/5/22 9:29 AM,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are delayed while NYPD conducts an investigation at 125 St.,125 St,investigation
11/5/22 9:17 AM,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while we remove a train with a mechanical problem from service at 34 St-Herald Sq. Planned Work Reminder D trains are not running between Atlantic Av-Barclays Ctr and Norwood-205 St. D trains are running via the C between 145 St to Norwood-205 St.,34 St-Herald Sq,remove a train
11/5/22 8:49 AM,NYC,"BKLYN, A Train, Delays",Queens-bound A trains are delayed while we remove a train with a mechanical problem from service at Euclid Av.,Euclid Av,remove a train
11/5/22 7:31 AM,NYC,"MANH, A, C, D, E, and F Trains, Trains Rerouted","Northbound A/C running via F from W 4 St to 34 St, then via D to 59 St-Columbus Circle. Northbound E via F W 4 St to Rockefeller Ctr. We are investigating what caused a train's brakes to be activated at W 4 St-Wash Sq. All northbound trains will be arriving on the lower level at W 4 St-Wash Sq.",W 4 St-Wash Sq,brake
11/5/22 6:59 AM,NYC,"BKLYN, MANH, C Train, Delays",Euclid Av-bound C trains are delayed while we investigate what caused a train's brakes to activate at 145 St.,145 St,brake
11/5/22 6:54 AM,NYC,"BKLYN, Franklin Av S Train, Delays",FS trains are delayed in both directions while we investigate a mechanical problem on a train at Prospect Park.,Prospect Park,mechanical problem
11/5/22 6:28 AM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we addressed a door problem on a train at 103 St.,103 St,door
11/5/22 4:55 AM,NYC,"QNS, E Train, Delays",Jamaica Center-Parsons/Archer-bound E trains are delayed while we perform track maintenance at 36 St.,36 St,track maintenance
11/5/22 4:30 AM,NYC,"BKLYN, G Train, Slow Speeds",Southbound G trains are moving at slower speeds near Metropolitan Av while we investigate a signal problem in the area.,slower speeds near Metropolitan Av while we investigate a signal problem in the area,signal
11/5/22 4:22 AM,NYC,"MANH, 4 and 6 Trains, Delays",Northbound 4/6 trains are running with delays after we investigated reports of people being disruptive at 23 St.,23 St,disruptive
11/5/22 3:17 AM,NYC,"QNS, A Train, Delays",Southbound A trains are delayed while we investigate why a train's brakes were activated at Aqueduct-N Conduit Av.,Aqueduct-N Conduit Av,brake
11/5/22 2:55 AM,NYC,"BKLYN, 2 and 4 Trains, Delays",2/4 trains are delayed in both directions while we perform track maintenance at Franklin Av-Medgar Evers College.,Franklin Av-Medgar Evers College,track maintenance
11/5/22 2:10 AM,NYC,"BKLYN, A Train, Delays",Southbound A trains are delayed while we request NYPD for a person being disruptive aboard a train at Grant Av.,Grant Av,disruptive
11/5/22 2:02 AM,NYC,"D Train, Delays",Southbound D trains are delayed while we investigate a report of an unauthorized person on the tracks.,,unauthorized person
11/5/22 1:53 AM,NYC,"MANH, F Train, Delays",Southbound F trains are running with delays after we moved a train that had its brakes activated near 14 St.,14 St,brake
11/5/22 1:22 AM,NYC,"MANH, F Train, Delays",Southbound F trains are delayed while we investigate why a train's brakes were activated at 23 St.,23 St,brake
11/4/22 11:59 PM,NYC,"BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while we request EMS assistance for a person in need at 59 St (Brooklyn).,59 St (Brooklyn),EMS
11/4/22 11:56 PM,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we address a door problem on a train at 116 St.,116 St,door
11/4/22 11:47 PM,NYC,"QNS, E, F, and R Trains, Delays",Northbound E/F/R trains are running with delays while we address a signal problem near Queens Plaza.,Queens Plaza,signal
11/4/22 10:21 PM,NYC,"QNS, N Train, Delays",Southbound N trains are delayed while we remove a train with a door problem from service at Broadway.,Broadway,remove a train
