index,date,agency,subject,message,station,cause
2664,11/5/22 2:02,NYC,"D Train, Delays",Southbound D trains are delayed while we investigate a report of an unauthorized person on the tracks.,na,unauthorized person
2665,11/5/22 1:53,NYC,"MANH, F Train, Delays",Southbound F trains are running with delays after we moved a train that had its brakes activated near 14 St.,14 St,brake
2667,11/5/22 1:22,NYC,"MANH, F Train, Delays",Southbound F trains are delayed while we investigate why a train's brakes were activated at 23 St.,23 St,brake
2674,11/4/22 23:59,NYC,"BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while we request EMS assistance for a person in need at 59 St (Brooklyn).,59 St (Brooklyn),EMS
2675,11/4/22 23:56,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we address a door problem on a train at 116 St.,116 St,door
2676,11/4/22 23:47,NYC,"QNS, E, F, and R Trains, Delays",Northbound E/F/R trains are running with delays while we address a signal problem near Queens Plaza.,Queens Plaza,signal
2679,11/4/22 22:21,NYC,"QNS, N Train, Delays",Southbound N trains are delayed while we remove a train with a door problem from service at Broadway.,Broadway,door
2680,11/4/22 22:20,NYC,"MANH, A Train, Local to Express","Southbound A trains are running on the express track from 168 St to 125 St because of NYPD activity at 145 St. For service to/from bypassed stations, take a northbound train.",145 St,NYPD
2682,11/4/22 20:50,NYC,"MANH, QNS, 7 Train, Delays","34 St-Hudson Yards-bound 7 trains are express from 74 St to Queensboro Plaza. Flushing-bound 7 trains are local from Queensboro Plaza to 74 St. 7 trains are delayed while we move a train with a mechanical problem at 61 St-Woodside. For service to/from bypassed stations, take a Flushing-bound train.",61 St-Woodside,mechanical problem
2683,11/4/22 20:36,NYC,"MANH, QNS, 7 Train, Delays",Flushing-Main St-bound 7 trains are running with delays after we moved a train with a door problem at Times Sq-42 St.,Times Sq-42 St,door
2684,11/4/22 19:25,NYC,"BKLYN, D Train, Delays",Southbound D trains are running with delays after we investigated why a train's brakes were activated at 62 St.,62 St,brake
2685,11/4/22 19:00,NYC,"QNS, E Train, Delays",Southbound E trains ae running with delays after we requested NYPD assistance for people being disruptive on a train at Kew Gardens-Union Tpke.,Kew Gardens-Union Tpke,disruptive
2687,11/4/22 18:49,NYC,"SIR Train, Delays",The 7:31 PM and 7:51 PM SIR trips from St George to Tottenville will not run. We're running as much service as we can with the crews we have available.,na,We're running as much service as we can
2688,11/4/22 18:44,NYC,"BKLYN, Q Train, Delays",Southbound Q trains are delayed while we request NYPD assistance for people being disruptive at Newkirk Plaza.,Newkirk Plaza,disruptive
2690,11/4/22 18:06,NYC,"SI, SIR Train, Delays",The 7:03 PM SIR trip from St George to Great Kills will not run. The 7:01 PM SIR trip from St George to Tottenville will make all stops. We're running as much service as we can with the crews we have available,na,We're running as much service as we can
2691,11/4/22 18:02,NYC,"N and Q Trains, Delays",Southbound N/Q trains are delayed while we work to correct a signal problem on the Manhattan Bridge.,Manhattan Bridge,signal
2692,11/4/22 17:31,NYC,"MANH, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after we responded to a report of smoke at 14 St-Union Sq.,14 St-Union Sq,smoke
2694,11/4/22 17:14,NYC,"MANH, A, B, C, and D Trains, Multiple Changes",Northbound A/D trains are running local from 59 St-Columbus Circle to 125 St while we request NYPD assistance for someone being disruptive at 125 St. You may wait longer for a northbound B/C train as they share tracks with these rerouted trains.,125 St,disruptive
2695,11/4/22 16:53,NYC,"SI, SIR Train, Delays",The 5:48 PM SIR trip from St George to Great Kills will not run. The 5:46 PM SIR trip from St George to Tottenville will make all stops. We're running as much service as we can with the crews we have available.,na,We're running as much service as we can
2697,11/4/22 15:38,NYC,"QNS, E and F Trains, Delays",Southbound E/F trains are delayed while we remove a train car from service at Forest Hills-71 Av.,Forest Hills-71 Av,na
2698,11/4/22 15:16,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are running with delays after NYPD responded to someone being disruptive at 50 St.,50 St,disruptive
2699,11/4/22 15:15,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are running with delays after NYPD responded to someone in need at Astor Pl.,Astor Pl,someone in need
2710,11/4/22 14:32,NYC,"B and Q Trains, Delays",Southbound B/Q trains are running with delays while we perform necessary track maintenance in Brooklyn.,na,track maintenance
2723,11/4/22 13:59,NYC,"MANH, F and M Trains, Delays",Metropolitan Av-bound M and southbound F trains are delayed while we address a train with a door malfunction at Broadway-Lafayette St.,Broadway-Lafayette St,door
2726,11/4/22 13:30,NYC,"MANH, 6 Train, Part Suspended",6 trains are delayed in both directions while we request EMS for a person in need of assistance on a train at Brooklyn Bridge-City Hall. Some 6 trains will turn back northbound for service at Bowling Green to bypass the train holding at Brooklyn Bridge-City Hall.,Brooklyn Bridge-City Hall,EMS
2727,11/4/22 13:17,NYC,"BKLYN, MANH, C and F Trains, Trains Rerouted",Southbound F trains are running on the C line from W 4 St to Jay St-MetroTech while we investigate why a train's brakes activated near East Broadway. Expect delays on southbound A/C trains while they share the track with rerouted trains.,East Broadway,brake
2730,11/4/22 12:41,NYC,"BKLYN, A Train, Delays",Southbound A trains are delayed while we request EMS assistance for someone in need at Euclid Av,Euclid Av,EMS
2731,11/4/22 12:31,NYC,"BX, 6 Train, Delays",Northbound 6 trains are delayed while we request EMS for someone in need of assistance on a train at Castle Hill Av.,Castle Hill Av,EMS
2733,11/4/22 11:59,NYC,"QNS, J Train, Delays",J trains are delayed entering and leaving Jamaica Center-Parsons/Archer while we investigate what caused a train's brakes to activate at that station.,Jamaica Center-Parsons/Archer,brake
2735,11/4/22 11:37,NYC,"BKLYN, 2, 3, 4, and 5 Trains, Delays",2/3/4/5 trains are holding in stations in both directions while we investigate a temporary loss of power between Atlantic Ave and Borough Hall.,Atlantic Av,loss of power
2736,11/4/22 11:01,NYC,"BKLYN, F and G Trains, Delays",Northbound F/G trains are running with delays after we had a garbage collection train working in the area of 4 Av-9 St.,4 Av-9 St,garbage
2738,11/4/22 10:52,NYC,"MANH, 1 Train, Delays","Southbound 1 trains are running express from 96 St to 72 St while we investigate why a train's brakes activated at 96 St. If your stop is skipped, take a northbound train.",96 St,brake
2741,11/4/22 10:33,NYC,"QNS, M Train, Delays",Middle Village-Metropolitan Av-bound M trains are delayed while we request NYPD assistance for someone being disruptive on a train at Forest Hills-71 Av.,Forest Hills-71 Av,disruptive
2742,11/4/22 10:26,NYC,"MANH, B Train, Delays",Northbound B trains are delayed while we remove a train from service at 116 St so that EMS can assist the conductor.,116 St,EMS
2744,11/4/22 9:40,NYC,"MANH, C Train, Delays",Northbound C trains are running with delays after we held a train at 135 St.,135 St,na
2745,11/4/22 9:35,NYC,"BKLYN, Franklin Av S Train, Delays",FS trains are running with delays in both directions after we addressed a switch problem at Botanic Garden.,Botanic Garden,switch
2747,11/4/22 9:12,NYC,"QNS, N and W Trains, Some Delays",N/W trains are delayed entering and leaving Astoria-Ditmars Blvd while we address a communications problem at that station.,Astoria-Ditmars Blvd,communication
2748,11/4/22 8:59,NYC,"MANH, L Train, Delays",L trains are running with delays in both directions after EMS responded to an employee in need of assistance at 8 Av.,8 Av,EMS
2749,11/4/22 8:53,NYC,"E and F Trains, Slow Speeds",Southbound E/F trains are running at slower speeds in Queens after we moved a train with a mechanical problem.,na,mechanical problem
2750,11/4/22 8:52,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we address a signal problem at Central Park North (110 St).,Central Park North (110 St),signal
2752,11/4/22 8:30,NYC,"BKLYN, Franklin Av S Train, Suspended","FS service is suspended while we address a switch problem near Botanic Garden. As an alternative, take a B48 bus.",Botanic Garden,switch
2756,11/4/22 8:14,NYC,"MANH, F Train, Delays",Southbound F trains are delayed while we investigate what caused a train's brakes to activate at 57 St.,57 St,brake
2757,11/4/22 8:02,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are running with delays after we experienced a problem with a signal at Parkside Av.,Parkside Av,signal
2758,11/4/22 7:57,NYC,"MANH, C and E Trains, Delays",Southbound C/E trains are running with delays after NYPD responded to an unauthorized person in the track area near 34 St-Penn Station.,34 St-Penn Station,unauthorized person
2759,11/4/22 7:35,NYC,"BKLYN, F and G Trains, Delays",Southbound F and Church Av-bound G trains are running with delays after we investigated reports that someone needed medical help at 7 Av.,7 Av,medical help
2760,11/4/22 7:33,NYC,"N, Q, R, and W Trains, Delays",N/Q/R/W trains are running with delays in both directions after we addressed a temporary loss of power in the 60th St tube.,60 St,loss of power
2762,11/4/22 7:28,NYC,"SI, SIR Train, Delays",The following SIR trains will not run today: 7:33 AM from St George to Great Kills 8:06 AM from Great Kills to St George We're getting service back on schedule after a train experienced a mechanical problem.,na,mechanical problem
2764,11/4/22 7:23,NYC,"BKLYN, QNS, G Train, Local to Express","Court Sq-bound G trains are running on the express track from Church Av to 4 Av-9 St while we move a train with a mechanical problem from Church Av. For service to/from missed stations, take a Church Av-bound train. Expect delays in northbound F service while they share the track with rerouted trains.",Church Av,mechanical problem
2766,11/4/22 7:06,NYC,"MANH, F Train, Delays",Southbound F trains are running with delays after we addressed a door problem on a train at 2 Av.,2 Av,door
2767,11/4/22 7:03,NYC,"QNS, F Train, Delays",Northbound F trains are delayed while we request NYPD assistance for an individual being disruptive on a train at Sutphin Blvd.,Sutphin Blvd,disruptive
2768,11/4/22 6:15,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we moved a train with a mechanical problem at 103 St.,103 St,mechanical problem
2772,11/4/22 4:37,NYC,"MANH, A, E, and F Trains, Multiple Changes",The last stop on World Trade Center-bound E trains will be 2 Av on the F line. Southbound E trains will run via the F from W 4 St to 2 Av. We are performing track maintenance at Canal St. Expect delays in southbound A/F trains while they share the tracks with rerouted trains.,Canal St,track maintenance
2775,11/4/22 3:23,NYC,"BKLYN, MANH, A Train, Trains Rerouted","Southbound A trains are running along the D line from 59 St-Columbus Circle to 42 St-Bryant Pk, then via the F to Jay St-MetroTech. Our crews are replacing rails near 59 St-Columbus Circle. For service to/from bypassed stations, take a northbound train.",59 St-Columbus Circle,rail
2776,11/4/22 2:51,NYC,"MANH, N and Q Trains, Delays",Northbound N/Q trains are running with delays after we replaced rails near Prince St. Northbound trains have resumed local service from Canal St to 34 St-Herald Sq.,Prince St,rail
2779,11/4/22 2:07,NYC,"BKLYN, MANH, N and Q Trains, Multiple Changes","Northbound N trains are running on the Q line from DeKalb Av to Canal St while we replace rails near Prince St. Additional service changes: Northbound N/Q trains are running express from Canal St to 34 St-Herald Sq. For service to/from bypassed stations, take a southbound train.",Prince St,replace rails
2780,11/4/22 2:06,NYC,"BKLYN, G Train, Delays",Southbound G trains are delayed while we request EMS for a person in need aboard a train at Greenpoint Av.,Greenpoint Av,EMS
2781,11/4/22 2:01,NYC,"MANH, A and E Trains, Local to Express","Northbound A trains are running express from Canal St to 59 St. Northbound E trains are running express from Canal St to 42 St. Our crews are replacing rails from 34 St-Penn Station to 50 St. For service to/from bypassed stations, take a southbound train. Board northbound A/E trains on the express platform at 34 St-Penn Station.",34 St-Penn Station,rail
2782,11/4/22 1:40,NYC,"MANH, J Train, Boarding Change",Jamaica-bound J trains will arrive/depart from Broad St-bound track at Broad St while we perform switch maintenance near that station.,Broad St,switch
2784,11/4/22 1:26,NYC,"QNS, E and F Trains, Delays",Southbound E/F trains are delayed while NYPD conducts an investigation at Briarwood.,Briarwood,investigation
2786,11/4/22 0:47,NYC,"BX, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train with a mechanical problem from service at Brook Av.,Brook Av,mechanical problem
2791,11/3/22 22:30,NYC,"BKLYN, L Train, Delays",L trains are delayed in both directions while we request NYPD assistance for an unauthorized person on the tracks near Lorimer St.,Lorimer St,unauthorized person
2794,11/3/22 21:56,NYC,"N Train, Delays",Southbound N trains are delayed while NYPD conducts an investigation at 86 St.,86 St,investigation
2796,11/3/22 21:39,NYC,"MANH, N, R, and W Trains, Delays",Northbound N/R/W trains are delayed while we investigate a mechanical problem on a train at 57 St-7 Av.,57 St-7 Av,mechanical problem
2798,11/3/22 19:52,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are delayed while EMS responds to a customer in need at 59 St. Some southbound 6 trains are running express from 125 St to 42 St. Listen for announcements to hear if your train will run express.,59 St,EMS
